_id,MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
1,Mar2001,"Total, Ontario regions",Total unemployed,"Total, 15 years and over",398.0,229.0,169.0
2,Mar2001,"Total, Ontario regions",Total unemployed, 15-64 years,395.8,228.0,167.9
3,Mar2001,"Total, Ontario regions",Total unemployed,  15-19,67.5,39.3,28.1
4,Mar2001,"Total, Ontario regions",Total unemployed,  20-24,53.9,36.2,17.7
5,Mar2001,"Total, Ontario regions",Total unemployed,  25-44,184.4,101.7,82.7
6,Mar2001,"Total, Ontario regions",Total unemployed,  45-54,62.6,35.5,27.1
7,Mar2001,"Total, Ontario regions",Total unemployed,  55-64,27.5,15.2,12.2
8,Mar2001,"Total, Ontario regions",Total unemployed,  65 years and over,2.2,0.0,0.0
9,Mar2001,"Total, Ontario regions",   1 - 4 weeks,"Total, 15 years and over",156.0,85.8,70.2
10,Mar2001,"Total, Ontario regions",   1 - 4 weeks, 15-64 years,155.0,85.4,69.6
11,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  15-19,34.9,19.7,15.2
12,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  20-24,27.2,17.2,10.0
13,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  25-44,67.2,35.0,32.2
14,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  45-54,16.9,8.4,8.5
15,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  55-64,8.8,5.0,3.8
16,Mar2001,"Total, Ontario regions",   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
17,Mar2001,"Total, Ontario regions",   5 - 13 weeks,"Total, 15 years and over",125.1,76.1,49.0
18,Mar2001,"Total, Ontario regions",   5 - 13 weeks, 15-64 years,124.8,76.1,48.8
19,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  15-19,19.4,11.9,7.5
20,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  20-24,16.8,12.7,4.1
21,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  25-44,60.3,34.1,26.2
22,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  45-54,20.6,12.8,7.8
23,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  55-64,7.8,4.6,3.2
24,Mar2001,"Total, Ontario regions",   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
25,Mar2001,"Total, Ontario regions",   14 - 25 weeks,"Total, 15 years and over",50.7,30.9,19.8
26,Mar2001,"Total, Ontario regions",   14 - 25 weeks, 15-64 years,50.3,30.7,19.6
27,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  15-19,6.4,4.6,1.8
28,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  20-24,4.4,2.8,1.6
29,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  25-44,25.4,14.4,11.0
30,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  45-54,10.4,6.4,4.1
31,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  55-64,3.7,2.6,0.0
32,Mar2001,"Total, Ontario regions",   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
33,Mar2001,"Total, Ontario regions",   26 weeks ,"Total, 15 years and over",3.1,0.0,1.8
34,Mar2001,"Total, Ontario regions",   26 weeks , 15-64 years,3.0,0.0,1.8
35,Mar2001,"Total, Ontario regions",   26 weeks ,  15-19,0.0,0.0,0.0
36,Mar2001,"Total, Ontario regions",   26 weeks ,  20-24,0.0,0.0,0.0
37,Mar2001,"Total, Ontario regions",   26 weeks ,  25-44,0.0,0.0,0.0
38,Mar2001,"Total, Ontario regions",   26 weeks ,  45-54,0.0,0.0,0.0
39,Mar2001,"Total, Ontario regions",   26 weeks ,  55-64,0.0,0.0,0.0
40,Mar2001,"Total, Ontario regions",   26 weeks ,  65 years and over,0.0,0.0,0.0
41,Mar2001,"Total, Ontario regions",   27 weeks or more,"Total, 15 years and over",49.2,27.3,21.9
42,Mar2001,"Total, Ontario regions",   27 weeks or more, 15-64 years,48.8,27.0,21.8
43,Mar2001,"Total, Ontario regions",   27 weeks or more,  15-19,4.2,2.0,2.2
44,Mar2001,"Total, Ontario regions",   27 weeks or more,  20-24,3.4,2.5,0.0
45,Mar2001,"Total, Ontario regions",   27 weeks or more,  25-44,23.5,13.1,10.4
46,Mar2001,"Total, Ontario regions",   27 weeks or more,  45-54,12.2,7.0,5.2
47,Mar2001,"Total, Ontario regions",   27 weeks or more,  55-64,5.6,2.3,3.2
48,Mar2001,"Total, Ontario regions",   27 weeks or more,  65 years and over,0.0,0.0,0.0
49,Mar2001,"Total, Ontario regions",      27 - 51 weeks,"Total, 15 years and over",17.7,9.8,7.8
50,Mar2001,"Total, Ontario regions",      27 - 51 weeks, 15-64 years,17.7,9.8,7.8
51,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  15-19,2.5,1.5,0.0
52,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  20-24,1.5,0.0,0.0
53,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  25-44,8.4,4.4,4.0
54,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  45-54,3.9,2.3,1.6
55,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  55-64,0.0,0.0,0.0
56,Mar2001,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
57,Mar2001,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",14.6,7.6,7.1
58,Mar2001,"Total, Ontario regions",      52 weeks, 15-64 years,14.5,7.6,7.0
59,Mar2001,"Total, Ontario regions",      52 weeks,  15-19,0.0,0.0,0.0
60,Mar2001,"Total, Ontario regions",      52 weeks,  20-24,0.0,0.0,0.0
61,Mar2001,"Total, Ontario regions",      52 weeks,  25-44,6.9,4.1,2.8
62,Mar2001,"Total, Ontario regions",      52 weeks,  45-54,3.3,1.8,1.5
63,Mar2001,"Total, Ontario regions",      52 weeks,  55-64,1.9,0.0,0.0
64,Mar2001,"Total, Ontario regions",      52 weeks,  65 years and over,0.0,0.0,0.0
65,Mar2001,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",16.9,9.9,7.0
66,Mar2001,"Total, Ontario regions",      53 weeks or more, 15-64 years,16.6,9.6,7.0
67,Mar2001,"Total, Ontario regions",      53 weeks or more,  15-19,0.0,0.0,0.0
68,Mar2001,"Total, Ontario regions",      53 weeks or more,  20-24,0.0,0.0,0.0
69,Mar2001,"Total, Ontario regions",      53 weeks or more,  25-44,8.2,4.6,3.6
70,Mar2001,"Total, Ontario regions",      53 weeks or more,  45-54,4.9,2.9,2.0
71,Mar2001,"Total, Ontario regions",      53 weeks or more,  55-64,2.3,0.0,0.0
72,Mar2001,"Total, Ontario regions",      53 weeks or more,  65 years and over,0.0,0.0,0.0
73,Mar2001,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",13.9,7.7,6.3
74,Mar2001,"Total, Ontario regions",   Duration unknown, 15-64 years,13.9,7.7,6.3
75,Mar2001,"Total, Ontario regions",   Duration unknown,  15-19,2.5,0.0,1.5
76,Mar2001,"Total, Ontario regions",   Duration unknown,  20-24,1.8,0.0,0.0
77,Mar2001,"Total, Ontario regions",   Duration unknown,  25-44,7.3,4.7,2.6
78,Mar2001,"Total, Ontario regions",   Duration unknown,  45-54,0.0,0.0,0.0
79,Mar2001,"Total, Ontario regions",   Duration unknown,  55-64,0.0,0.0,0.0
80,Mar2001,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
81,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",15.9,15.3,16.7
82,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,15.8,15.1,16.8
83,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,8.8,8.7,9.1
84,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,9.5,9.9,8.8
85,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,15.9,15.4,16.4
86,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,25.7,24.9,26.9
87,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,22.5,19.9,25.7
88,Mar2001,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,31.3,52.2,10.4
89,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",14.0,13.8,14.2
90,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,13.9,13.7,14.2
91,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,8.8,8.7,9.1
92,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,9.3,9.8,8.3
93,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,14.3,14.4,14.2
94,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,19.4,19.2,19.6
95,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,20.4,19.0,22.2
96,Mar2001,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,22.5,34.5,10.4
97,Mar2001,Eastern region,Total unemployed,"Total, 15 years and over",58.8,32.5,26.3
98,Mar2001,Eastern region,Total unemployed, 15-64 years,58.8,32.5,26.3
99,Mar2001,Eastern region,Total unemployed,  15-19,10.3,5.3,5.0
100,Mar2001,Eastern region,Total unemployed,  20-24,11.0,6.8,4.2
101,Mar2001,Eastern region,Total unemployed,  25-44,29.7,16.0,13.8
102,Mar2001,Eastern region,Total unemployed,  45-54,4.8,2.5,2.3
103,Mar2001,Eastern region,Total unemployed,  55-64,3.0,2.0,0.0
104,Mar2001,Eastern region,Total unemployed,  65 years and over,0.0,0.0,0.0
105,Mar2001,Eastern region,   1 - 4 weeks,"Total, 15 years and over",26.7,12.2,14.4
106,Mar2001,Eastern region,   1 - 4 weeks, 15-64 years,26.7,12.2,14.4
107,Mar2001,Eastern region,   1 - 4 weeks,  15-19,6.2,2.7,3.5
108,Mar2001,Eastern region,   1 - 4 weeks,  20-24,6.9,3.0,3.9
109,Mar2001,Eastern region,   1 - 4 weeks,  25-44,11.2,5.2,6.1
110,Mar2001,Eastern region,   1 - 4 weeks,  45-54,0.0,0.0,0.0
111,Mar2001,Eastern region,   1 - 4 weeks,  55-64,0.0,0.0,0.0
112,Mar2001,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
113,Mar2001,Eastern region,   5 - 13 weeks,"Total, 15 years and over",20.4,13.6,6.8
114,Mar2001,Eastern region,   5 - 13 weeks, 15-64 years,20.4,13.6,6.8
115,Mar2001,Eastern region,   5 - 13 weeks,  15-19,2.9,1.9,0.0
116,Mar2001,Eastern region,   5 - 13 weeks,  20-24,2.9,2.7,0.0
117,Mar2001,Eastern region,   5 - 13 weeks,  25-44,12.3,7.7,4.6
118,Mar2001,Eastern region,   5 - 13 weeks,  45-54,2.0,0.0,0.0
119,Mar2001,Eastern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
120,Mar2001,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
121,Mar2001,Eastern region,   14 - 25 weeks,"Total, 15 years and over",6.4,3.7,2.7
122,Mar2001,Eastern region,   14 - 25 weeks, 15-64 years,6.4,3.7,2.7
123,Mar2001,Eastern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
124,Mar2001,Eastern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
125,Mar2001,Eastern region,   14 - 25 weeks,  25-44,3.6,1.8,1.9
126,Mar2001,Eastern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
127,Mar2001,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
128,Mar2001,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
129,Mar2001,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
130,Mar2001,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
131,Mar2001,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
132,Mar2001,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
133,Mar2001,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
134,Mar2001,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
135,Mar2001,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
136,Mar2001,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
137,Mar2001,Eastern region,   27 weeks or more,"Total, 15 years and over",3.6,1.7,1.9
138,Mar2001,Eastern region,   27 weeks or more, 15-64 years,3.6,1.7,1.9
139,Mar2001,Eastern region,   27 weeks or more,  15-19,0.0,0.0,0.0
140,Mar2001,Eastern region,   27 weeks or more,  20-24,0.0,0.0,0.0
141,Mar2001,Eastern region,   27 weeks or more,  25-44,1.7,0.0,0.0
142,Mar2001,Eastern region,   27 weeks or more,  45-54,0.0,0.0,0.0
143,Mar2001,Eastern region,   27 weeks or more,  55-64,0.0,0.0,0.0
144,Mar2001,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
145,Mar2001,Eastern region,      27 - 51 weeks,"Total, 15 years and over",0.0,0.0,0.0
146,Mar2001,Eastern region,      27 - 51 weeks, 15-64 years,0.0,0.0,0.0
147,Mar2001,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
148,Mar2001,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
149,Mar2001,Eastern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
150,Mar2001,Eastern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
151,Mar2001,Eastern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
152,Mar2001,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
153,Mar2001,Eastern region,      52 weeks,"Total, 15 years and over",0.0,0.0,0.0
154,Mar2001,Eastern region,      52 weeks, 15-64 years,0.0,0.0,0.0
155,Mar2001,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
156,Mar2001,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
157,Mar2001,Eastern region,      52 weeks,  25-44,0.0,0.0,0.0
158,Mar2001,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
159,Mar2001,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
160,Mar2001,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
161,Mar2001,Eastern region,      53 weeks or more,"Total, 15 years and over",1.5,0.0,0.0
162,Mar2001,Eastern region,      53 weeks or more, 15-64 years,1.5,0.0,0.0
163,Mar2001,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
164,Mar2001,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
165,Mar2001,Eastern region,      53 weeks or more,  25-44,0.0,0.0,0.0
166,Mar2001,Eastern region,      53 weeks or more,  45-54,0.0,0.0,0.0
167,Mar2001,Eastern region,      53 weeks or more,  55-64,0.0,0.0,0.0
168,Mar2001,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
169,Mar2001,Eastern region,   Duration unknown,"Total, 15 years and over",0.0,0.0,0.0
170,Mar2001,Eastern region,   Duration unknown, 15-64 years,0.0,0.0,0.0
171,Mar2001,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
172,Mar2001,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
173,Mar2001,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
174,Mar2001,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
175,Mar2001,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
176,Mar2001,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
177,Mar2001,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",11.2,10.5,12.0
178,Mar2001,Eastern region,Average weeks unemployed (no top-code), 15-64 years,11.2,10.5,12.0
179,Mar2001,Eastern region,Average weeks unemployed (no top-code),  15-19,6.6,7.3,5.8
180,Mar2001,Eastern region,Average weeks unemployed (no top-code),  20-24,6.6,8.6,3.4
181,Mar2001,Eastern region,Average weeks unemployed (no top-code),  25-44,10.5,9.8,11.2
182,Mar2001,Eastern region,Average weeks unemployed (no top-code),  45-54,30.6,21.7,40.3
183,Mar2001,Eastern region,Average weeks unemployed (no top-code),  55-64,19.9,16.8,26.1
184,Mar2001,Eastern region,Average weeks unemployed (no top-code),  65 years and over,13.0,13.0,0.0
185,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",10.3,10.4,10.3
186,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,10.3,10.4,10.3
187,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  15-19,6.6,7.3,5.8
188,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  20-24,6.6,8.6,3.4
189,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  25-44,10.3,9.7,10.9
190,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  45-54,21.4,20.6,22.3
191,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  55-64,19.9,16.8,26.0
192,Mar2001,Eastern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,13.0,13.0,0.0
193,Mar2001,Central region,Total unemployed,"Total, 15 years and over",181.1,99.5,81.6
194,Mar2001,Central region,Total unemployed, 15-64 years,179.6,98.8,80.8
195,Mar2001,Central region,Total unemployed,  15-19,23.2,13.2,10.1
196,Mar2001,Central region,Total unemployed,  20-24,19.5,13.7,5.8
197,Mar2001,Central region,Total unemployed,  25-44,89.5,46.1,43.4
198,Mar2001,Central region,Total unemployed,  45-54,32.9,18.7,14.2
199,Mar2001,Central region,Total unemployed,  55-64,14.5,7.2,7.2
200,Mar2001,Central region,Total unemployed,  65 years and over,1.5,0.0,0.0
201,Mar2001,Central region,   1 - 4 weeks,"Total, 15 years and over",72.7,39.4,33.3
202,Mar2001,Central region,   1 - 4 weeks, 15-64 years,71.7,39.0,32.7
203,Mar2001,Central region,   1 - 4 weeks,  15-19,13.7,7.8,5.9
204,Mar2001,Central region,   1 - 4 weeks,  20-24,11.2,8.1,3.2
205,Mar2001,Central region,   1 - 4 weeks,  25-44,33.4,16.3,17.1
206,Mar2001,Central region,   1 - 4 weeks,  45-54,8.6,4.4,4.3
207,Mar2001,Central region,   1 - 4 weeks,  55-64,4.7,2.4,2.3
208,Mar2001,Central region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
209,Mar2001,Central region,   5 - 13 weeks,"Total, 15 years and over",53.7,28.6,25.1
210,Mar2001,Central region,   5 - 13 weeks, 15-64 years,53.5,28.6,24.8
211,Mar2001,Central region,   5 - 13 weeks,  15-19,5.2,2.8,2.4
212,Mar2001,Central region,   5 - 13 weeks,  20-24,5.7,4.1,1.6
213,Mar2001,Central region,   5 - 13 weeks,  25-44,27.7,13.5,14.2
214,Mar2001,Central region,   5 - 13 weeks,  45-54,10.7,6.2,4.5
215,Mar2001,Central region,   5 - 13 weeks,  55-64,4.1,2.0,2.1
216,Mar2001,Central region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
217,Mar2001,Central region,   14 - 25 weeks,"Total, 15 years and over",20.6,12.4,8.2
218,Mar2001,Central region,   14 - 25 weeks, 15-64 years,20.3,12.2,8.2
219,Mar2001,Central region,   14 - 25 weeks,  15-19,1.5,0.0,0.0
220,Mar2001,Central region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
221,Mar2001,Central region,   14 - 25 weeks,  25-44,11.9,6.7,5.2
222,Mar2001,Central region,   14 - 25 weeks,  45-54,4.9,3.0,1.9
223,Mar2001,Central region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
224,Mar2001,Central region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
225,Mar2001,Central region,   26 weeks ,"Total, 15 years and over",1.6,0.0,0.0
226,Mar2001,Central region,   26 weeks , 15-64 years,1.6,0.0,0.0
227,Mar2001,Central region,   26 weeks ,  15-19,0.0,0.0,0.0
228,Mar2001,Central region,   26 weeks ,  20-24,0.0,0.0,0.0
229,Mar2001,Central region,   26 weeks ,  25-44,0.0,0.0,0.0
230,Mar2001,Central region,   26 weeks ,  45-54,0.0,0.0,0.0
231,Mar2001,Central region,   26 weeks ,  55-64,0.0,0.0,0.0
232,Mar2001,Central region,   26 weeks ,  65 years and over,0.0,0.0,0.0
233,Mar2001,Central region,   27 weeks or more,"Total, 15 years and over",24.5,14.4,10.0
234,Mar2001,Central region,   27 weeks or more, 15-64 years,24.5,14.4,10.0
235,Mar2001,Central region,   27 weeks or more,  15-19,0.0,0.0,0.0
236,Mar2001,Central region,   27 weeks or more,  20-24,0.0,0.0,0.0
237,Mar2001,Central region,   27 weeks or more,  25-44,11.2,6.4,4.8
238,Mar2001,Central region,   27 weeks or more,  45-54,7.3,4.6,2.7
239,Mar2001,Central region,   27 weeks or more,  55-64,4.0,1.8,2.2
240,Mar2001,Central region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
241,Mar2001,Central region,      27 - 51 weeks,"Total, 15 years and over",8.8,5.2,3.6
242,Mar2001,Central region,      27 - 51 weeks, 15-64 years,8.8,5.2,3.6
243,Mar2001,Central region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
244,Mar2001,Central region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
245,Mar2001,Central region,      27 - 51 weeks,  25-44,4.6,2.5,2.1
246,Mar2001,Central region,      27 - 51 weeks,  45-54,2.6,1.6,0.0
247,Mar2001,Central region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
248,Mar2001,Central region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
249,Mar2001,Central region,      52 weeks,"Total, 15 years and over",7.0,3.6,3.4
250,Mar2001,Central region,      52 weeks, 15-64 years,7.0,3.6,3.4
251,Mar2001,Central region,      52 weeks,  15-19,0.0,0.0,0.0
252,Mar2001,Central region,      52 weeks,  20-24,0.0,0.0,0.0
253,Mar2001,Central region,      52 weeks,  25-44,2.8,1.5,0.0
254,Mar2001,Central region,      52 weeks,  45-54,1.8,0.0,0.0
255,Mar2001,Central region,      52 weeks,  55-64,0.0,0.0,0.0
256,Mar2001,Central region,      52 weeks,  65 years and over,0.0,0.0,0.0
257,Mar2001,Central region,      53 weeks or more,"Total, 15 years and over",8.7,5.6,3.1
258,Mar2001,Central region,      53 weeks or more, 15-64 years,8.7,5.6,3.1
259,Mar2001,Central region,      53 weeks or more,  15-19,0.0,0.0,0.0
260,Mar2001,Central region,      53 weeks or more,  20-24,0.0,0.0,0.0
261,Mar2001,Central region,      53 weeks or more,  25-44,3.8,2.4,0.0
262,Mar2001,Central region,      53 weeks or more,  45-54,2.9,1.9,0.0
263,Mar2001,Central region,      53 weeks or more,  55-64,1.8,0.0,0.0
264,Mar2001,Central region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
265,Mar2001,Central region,   Duration unknown,"Total, 15 years and over",8.0,4.0,4.0
266,Mar2001,Central region,   Duration unknown, 15-64 years,8.0,4.0,4.0
267,Mar2001,Central region,   Duration unknown,  15-19,0.0,0.0,0.0
268,Mar2001,Central region,   Duration unknown,  20-24,0.0,0.0,0.0
269,Mar2001,Central region,   Duration unknown,  25-44,4.9,2.9,2.0
270,Mar2001,Central region,   Duration unknown,  45-54,0.0,0.0,0.0
271,Mar2001,Central region,   Duration unknown,  55-64,0.0,0.0,0.0
272,Mar2001,Central region,   Duration unknown,  65 years and over,0.0,0.0,0.0
273,Mar2001,Central region,Average weeks unemployed (no top-code),"Total, 15 years and over",16.8,16.2,17.6
274,Mar2001,Central region,Average weeks unemployed (no top-code), 15-64 years,16.9,16.2,17.7
275,Mar2001,Central region,Average weeks unemployed (no top-code),  15-19,7.8,8.3,7.2
276,Mar2001,Central region,Average weeks unemployed (no top-code),  20-24,7.1,7.3,6.3
277,Mar2001,Central region,Average weeks unemployed (no top-code),  25-44,15.3,15.2,15.3
278,Mar2001,Central region,Average weeks unemployed (no top-code),  45-54,27.8,25.9,30.4
279,Mar2001,Central region,Average weeks unemployed (no top-code),  55-64,28.4,27.7,29.1
280,Mar2001,Central region,Average weeks unemployed (no top-code),  65 years and over,7.4,12.0,4.9
281,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",14.6,15.1,14.0
282,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,14.7,15.1,14.1
283,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  15-19,7.8,8.3,7.2
284,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  20-24,7.1,7.3,6.3
285,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  25-44,14.1,15.0,13.2
286,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  45-54,20.7,21.5,19.6
287,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  55-64,24.7,25.9,23.4
288,Mar2001,Central region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,7.4,12.0,4.9
289,Mar2001,Western region,Total unemployed,"Total, 15 years and over",122.7,74.4,48.3
290,Mar2001,Western region,Total unemployed, 15-64 years,122.1,74.0,48.1
291,Mar2001,Western region,Total unemployed,  15-19,26.9,16.6,10.3
292,Mar2001,Western region,Total unemployed,  20-24,19.2,12.9,6.3
293,Mar2001,Western region,Total unemployed,  25-44,48.1,28.4,19.7
294,Mar2001,Western region,Total unemployed,  45-54,19.6,11.1,8.5
295,Mar2001,Western region,Total unemployed,  55-64,8.3,5.0,3.3
296,Mar2001,Western region,Total unemployed,  65 years and over,0.0,0.0,0.0
297,Mar2001,Western region,   1 - 4 weeks,"Total, 15 years and over",45.1,26.9,18.2
298,Mar2001,Western region,   1 - 4 weeks, 15-64 years,45.0,26.8,18.2
299,Mar2001,Western region,   1 - 4 weeks,  15-19,12.0,7.3,4.7
300,Mar2001,Western region,   1 - 4 weeks,  20-24,7.6,5.0,2.6
301,Mar2001,Western region,   1 - 4 weeks,  25-44,17.3,10.1,7.2
302,Mar2001,Western region,   1 - 4 weeks,  45-54,5.9,3.2,2.7
303,Mar2001,Western region,   1 - 4 weeks,  55-64,2.2,0.0,0.0
304,Mar2001,Western region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
305,Mar2001,Western region,   5 - 13 weeks,"Total, 15 years and over",38.8,25.1,13.8
306,Mar2001,Western region,   5 - 13 weeks, 15-64 years,38.8,25.1,13.7
307,Mar2001,Western region,   5 - 13 weeks,  15-19,9.2,5.9,3.2
308,Mar2001,Western region,   5 - 13 weeks,  20-24,7.0,5.0,1.9
309,Mar2001,Western region,   5 - 13 weeks,  25-44,13.7,8.1,5.6
310,Mar2001,Western region,   5 - 13 weeks,  45-54,6.1,4.0,2.1
311,Mar2001,Western region,   5 - 13 weeks,  55-64,2.8,2.0,0.0
312,Mar2001,Western region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
313,Mar2001,Western region,   14 - 25 weeks,"Total, 15 years and over",18.2,11.3,6.9
314,Mar2001,Western region,   14 - 25 weeks, 15-64 years,18.1,11.3,6.8
315,Mar2001,Western region,   14 - 25 weeks,  15-19,2.9,2.1,0.0
316,Mar2001,Western region,   14 - 25 weeks,  20-24,2.2,0.0,0.0
317,Mar2001,Western region,   14 - 25 weeks,  25-44,7.6,4.5,3.1
318,Mar2001,Western region,   14 - 25 weeks,  45-54,3.6,2.1,1.5
319,Mar2001,Western region,   14 - 25 weeks,  55-64,1.8,0.0,0.0
320,Mar2001,Western region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
