_id,MONTH,GEOGRAPHY,DURATION,AGE GROUP,Both sexes,Male,Female
21984,Jun2012,Western region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,21.5,23.6,16.8
21985,Jun2012,Northern region,Total unemployed,"Total, 15 years and over",26.7,14.7,12.0
21986,Jun2012,Northern region,Total unemployed, 15-64 years,26.0,14.3,11.7
21987,Jun2012,Northern region,Total unemployed,  15-19,5.8,2.9,2.9
21988,Jun2012,Northern region,Total unemployed,  20-24,4.4,2.3,2.1
21989,Jun2012,Northern region,Total unemployed,  25-44,9.0,5.4,3.6
21990,Jun2012,Northern region,Total unemployed,  45-54,3.7,1.7,2.0
21991,Jun2012,Northern region,Total unemployed,  55-64,3.1,2.1,0.0
21992,Jun2012,Northern region,Total unemployed,  65 years and over,0.0,0.0,0.0
21993,Jun2012,Northern region,   1 - 4 weeks,"Total, 15 years and over",10.3,4.7,5.5
21994,Jun2012,Northern region,   1 - 4 weeks, 15-64 years,10.2,4.7,5.5
21995,Jun2012,Northern region,   1 - 4 weeks,  15-19,3.0,0.0,1.8
21996,Jun2012,Northern region,   1 - 4 weeks,  20-24,2.1,0.0,0.0
21997,Jun2012,Northern region,   1 - 4 weeks,  25-44,3.3,1.7,1.5
21998,Jun2012,Northern region,   1 - 4 weeks,  45-54,0.0,0.0,0.0
21999,Jun2012,Northern region,   1 - 4 weeks,  55-64,0.0,0.0,0.0
22000,Jun2012,Northern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
22001,Jun2012,Northern region,   5 - 13 weeks,"Total, 15 years and over",6.4,3.5,2.9
22002,Jun2012,Northern region,   5 - 13 weeks, 15-64 years,6.3,3.5,2.9
22003,Jun2012,Northern region,   5 - 13 weeks,  15-19,0.0,0.0,0.0
22004,Jun2012,Northern region,   5 - 13 weeks,  20-24,0.0,0.0,0.0
22005,Jun2012,Northern region,   5 - 13 weeks,  25-44,2.7,1.7,0.0
22006,Jun2012,Northern region,   5 - 13 weeks,  45-54,0.0,0.0,0.0
22007,Jun2012,Northern region,   5 - 13 weeks,  55-64,0.0,0.0,0.0
22008,Jun2012,Northern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
22009,Jun2012,Northern region,   14 - 25 weeks,"Total, 15 years and over",4.2,2.8,1.5
22010,Jun2012,Northern region,   14 - 25 weeks, 15-64 years,4.1,2.6,1.5
22011,Jun2012,Northern region,   14 - 25 weeks,  15-19,0.0,0.0,0.0
22012,Jun2012,Northern region,   14 - 25 weeks,  20-24,0.0,0.0,0.0
22013,Jun2012,Northern region,   14 - 25 weeks,  25-44,0.0,0.0,0.0
22014,Jun2012,Northern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
22015,Jun2012,Northern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
22016,Jun2012,Northern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
22017,Jun2012,Northern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
22018,Jun2012,Northern region,   26 weeks , 15-64 years,0.0,0.0,0.0
22019,Jun2012,Northern region,   26 weeks ,  15-19,0.0,0.0,0.0
22020,Jun2012,Northern region,   26 weeks ,  20-24,0.0,0.0,0.0
22021,Jun2012,Northern region,   26 weeks ,  25-44,0.0,0.0,0.0
22022,Jun2012,Northern region,   26 weeks ,  45-54,0.0,0.0,0.0
22023,Jun2012,Northern region,   26 weeks ,  55-64,0.0,0.0,0.0
22024,Jun2012,Northern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
22025,Jun2012,Northern region,   27 weeks or more,"Total, 15 years and over",3.9,2.4,1.5
22026,Jun2012,Northern region,   27 weeks or more, 15-64 years,3.5,2.2,0.0
22027,Jun2012,Northern region,   27 weeks or more,  15-19,0.0,0.0,0.0
22028,Jun2012,Northern region,   27 weeks or more,  20-24,0.0,0.0,0.0
22029,Jun2012,Northern region,   27 weeks or more,  25-44,0.0,0.0,0.0
22030,Jun2012,Northern region,   27 weeks or more,  45-54,0.0,0.0,0.0
22031,Jun2012,Northern region,   27 weeks or more,  55-64,0.0,0.0,0.0
22032,Jun2012,Northern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
22033,Jun2012,Northern region,      27 - 51 weeks,"Total, 15 years and over",0.0,0.0,0.0
22034,Jun2012,Northern region,      27 - 51 weeks, 15-64 years,0.0,0.0,0.0
22035,Jun2012,Northern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
22036,Jun2012,Northern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
22037,Jun2012,Northern region,      27 - 51 weeks,  25-44,0.0,0.0,0.0
22038,Jun2012,Northern region,      27 - 51 weeks,  45-54,0.0,0.0,0.0
22039,Jun2012,Northern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
22040,Jun2012,Northern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
22041,Jun2012,Northern region,      52 weeks,"Total, 15 years and over",0.0,0.0,0.0
22042,Jun2012,Northern region,      52 weeks, 15-64 years,0.0,0.0,0.0
22043,Jun2012,Northern region,      52 weeks,  15-19,0.0,0.0,0.0
22044,Jun2012,Northern region,      52 weeks,  20-24,0.0,0.0,0.0
22045,Jun2012,Northern region,      52 weeks,  25-44,0.0,0.0,0.0
22046,Jun2012,Northern region,      52 weeks,  45-54,0.0,0.0,0.0
22047,Jun2012,Northern region,      52 weeks,  55-64,0.0,0.0,0.0
22048,Jun2012,Northern region,      52 weeks,  65 years and over,0.0,0.0,0.0
22049,Jun2012,Northern region,      53 weeks or more,"Total, 15 years and over",0.0,0.0,0.0
22050,Jun2012,Northern region,      53 weeks or more, 15-64 years,0.0,0.0,0.0
22051,Jun2012,Northern region,      53 weeks or more,  15-19,0.0,0.0,0.0
22052,Jun2012,Northern region,      53 weeks or more,  20-24,0.0,0.0,0.0
22053,Jun2012,Northern region,      53 weeks or more,  25-44,0.0,0.0,0.0
22054,Jun2012,Northern region,      53 weeks or more,  45-54,0.0,0.0,0.0
22055,Jun2012,Northern region,      53 weeks or more,  55-64,0.0,0.0,0.0
22056,Jun2012,Northern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
22057,Jun2012,Northern region,   Duration unknown,"Total, 15 years and over",1.7,0.0,0.0
22058,Jun2012,Northern region,   Duration unknown, 15-64 years,1.7,0.0,0.0
22059,Jun2012,Northern region,   Duration unknown,  15-19,0.0,0.0,0.0
22060,Jun2012,Northern region,   Duration unknown,  20-24,0.0,0.0,0.0
22061,Jun2012,Northern region,   Duration unknown,  25-44,0.0,0.0,0.0
22062,Jun2012,Northern region,   Duration unknown,  45-54,0.0,0.0,0.0
22063,Jun2012,Northern region,   Duration unknown,  55-64,0.0,0.0,0.0
22064,Jun2012,Northern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
22065,Jun2012,Northern region,Average weeks unemployed (no top-code),"Total, 15 years and over",16.3,19.1,12.9
22066,Jun2012,Northern region,Average weeks unemployed (no top-code), 15-64 years,15.6,18.3,12.4
22067,Jun2012,Northern region,Average weeks unemployed (no top-code),  15-19,9.6,13.0,6.2
22068,Jun2012,Northern region,Average weeks unemployed (no top-code),  20-24,12.7,15.3,10.0
22069,Jun2012,Northern region,Average weeks unemployed (no top-code),  25-44,15.7,15.5,15.9
22070,Jun2012,Northern region,Average weeks unemployed (no top-code),  45-54,24.1,32.4,16.7
22071,Jun2012,Northern region,Average weeks unemployed (no top-code),  55-64,21.5,26.1,14.4
22072,Jun2012,Northern region,Average weeks unemployed (no top-code),  65 years and over,41.7,48.0,33.7
22073,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",15.4,18.0,12.4
22074,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,14.9,17.5,11.8
22075,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  15-19,9.6,13.0,6.2
22076,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  20-24,12.7,15.3,10.0
22077,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  25-44,15.1,15.3,14.8
22078,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  45-54,21.9,29.0,15.6
22079,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  55-64,20.4,24.4,14.4
22080,Jun2012,Northern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,33.6,33.5,33.7
22081,Sep2012,"Total, Ontario regions",Total unemployed,"Total, 15 years and over",607.4,319.1,288.3
22082,Sep2012,"Total, Ontario regions",Total unemployed, 15-64 years,597.0,313.5,283.4
22083,Sep2012,"Total, Ontario regions",Total unemployed,  15-19,117.6,62.0,55.6
22084,Sep2012,"Total, Ontario regions",Total unemployed,  20-24,91.6,49.2,42.4
22085,Sep2012,"Total, Ontario regions",Total unemployed,  25-44,218.7,109.2,109.4
22086,Sep2012,"Total, Ontario regions",Total unemployed,  45-54,106.0,58.7,47.3
22087,Sep2012,"Total, Ontario regions",Total unemployed,  55-64,63.2,34.4,28.7
22088,Sep2012,"Total, Ontario regions",Total unemployed,  65 years and over,10.5,5.6,4.9
22089,Sep2012,"Total, Ontario regions",   1 - 4 weeks,"Total, 15 years and over",186.3,92.5,93.8
22090,Sep2012,"Total, Ontario regions",   1 - 4 weeks, 15-64 years,184.4,91.5,93.0
22091,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  15-19,51.9,28.8,23.1
22092,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  20-24,31.9,15.2,16.7
22093,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  25-44,61.5,26.9,34.5
22094,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  45-54,20.4,11.4,9.0
22095,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  55-64,18.8,9.1,9.7
22096,Sep2012,"Total, Ontario regions",   1 - 4 weeks,  65 years and over,1.9,0.0,0.0
22097,Sep2012,"Total, Ontario regions",   5 - 13 weeks,"Total, 15 years and over",172.8,91.2,81.6
22098,Sep2012,"Total, Ontario regions",   5 - 13 weeks, 15-64 years,172.0,90.7,81.3
22099,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  15-19,44.3,23.7,20.5
22100,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  20-24,34.6,18.7,15.9
22101,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  25-44,59.5,31.4,28.1
22102,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  45-54,18.2,8.1,10.2
22103,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  55-64,15.3,8.8,6.6
22104,Sep2012,"Total, Ontario regions",   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
22105,Sep2012,"Total, Ontario regions",   14 - 25 weeks,"Total, 15 years and over",78.0,42.5,35.4
22106,Sep2012,"Total, Ontario regions",   14 - 25 weeks, 15-64 years,77.4,42.2,35.2
22107,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  15-19,10.8,4.6,6.1
22108,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  20-24,8.4,5.6,2.8
22109,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  25-44,32.2,18.3,13.9
22110,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  45-54,16.2,8.8,7.5
22111,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  55-64,9.8,5.0,4.8
22112,Sep2012,"Total, Ontario regions",   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
22113,Sep2012,"Total, Ontario regions",   26 weeks ,"Total, 15 years and over",6.0,3.2,2.7
22114,Sep2012,"Total, Ontario regions",   26 weeks , 15-64 years,6.0,3.2,2.7
22115,Sep2012,"Total, Ontario regions",   26 weeks ,  15-19,0.0,0.0,0.0
22116,Sep2012,"Total, Ontario regions",   26 weeks ,  20-24,0.0,0.0,0.0
22117,Sep2012,"Total, Ontario regions",   26 weeks ,  25-44,3.1,1.7,0.0
22118,Sep2012,"Total, Ontario regions",   26 weeks ,  45-54,1.5,0.0,0.0
22119,Sep2012,"Total, Ontario regions",   26 weeks ,  55-64,0.0,0.0,0.0
22120,Sep2012,"Total, Ontario regions",   26 weeks ,  65 years and over,0.0,0.0,0.0
22121,Sep2012,"Total, Ontario regions",   27 weeks or more,"Total, 15 years and over",132.9,76.8,56.2
22122,Sep2012,"Total, Ontario regions",   27 weeks or more, 15-64 years,125.8,73.0,52.8
22123,Sep2012,"Total, Ontario regions",   27 weeks or more,  15-19,6.6,2.7,3.9
22124,Sep2012,"Total, Ontario regions",   27 weeks or more,  20-24,12.7,7.8,4.9
22125,Sep2012,"Total, Ontario regions",   27 weeks or more,  25-44,46.6,24.6,22.0
22126,Sep2012,"Total, Ontario regions",   27 weeks or more,  45-54,43.6,27.3,16.3
22127,Sep2012,"Total, Ontario regions",   27 weeks or more,  55-64,16.3,10.6,5.7
22128,Sep2012,"Total, Ontario regions",   27 weeks or more,  65 years and over,7.1,3.7,3.4
22129,Sep2012,"Total, Ontario regions",      27 - 51 weeks,"Total, 15 years and over",48.0,26.1,21.9
22130,Sep2012,"Total, Ontario regions",      27 - 51 weeks, 15-64 years,46.3,25.8,20.5
22131,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  15-19,2.9,1.6,0.0
22132,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  20-24,5.3,2.7,2.6
22133,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  25-44,18.0,10.3,7.7
22134,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  45-54,15.8,8.1,7.7
22135,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  55-64,4.4,3.1,0.0
22136,Sep2012,"Total, Ontario regions",      27 - 51 weeks,  65 years and over,1.7,0.0,0.0
22137,Sep2012,"Total, Ontario regions",      52 weeks,"Total, 15 years and over",35.5,17.2,18.2
22138,Sep2012,"Total, Ontario regions",      52 weeks, 15-64 years,32.5,15.8,16.7
22139,Sep2012,"Total, Ontario regions",      52 weeks,  15-19,3.0,0.0,2.0
22140,Sep2012,"Total, Ontario regions",      52 weeks,  20-24,3.6,1.9,1.8
22141,Sep2012,"Total, Ontario regions",      52 weeks,  25-44,13.7,5.5,8.2
22142,Sep2012,"Total, Ontario regions",      52 weeks,  45-54,8.4,5.1,3.3
22143,Sep2012,"Total, Ontario regions",      52 weeks,  55-64,3.7,2.3,1.5
22144,Sep2012,"Total, Ontario regions",      52 weeks,  65 years and over,3.0,1.5,1.5
22145,Sep2012,"Total, Ontario regions",      53 weeks or more,"Total, 15 years and over",49.5,33.4,16.0
22146,Sep2012,"Total, Ontario regions",      53 weeks or more, 15-64 years,47.0,31.4,15.5
22147,Sep2012,"Total, Ontario regions",      53 weeks or more,  15-19,0.0,0.0,0.0
22148,Sep2012,"Total, Ontario regions",      53 weeks or more,  20-24,3.7,3.2,0.0
22149,Sep2012,"Total, Ontario regions",      53 weeks or more,  25-44,14.9,8.9,6.0
22150,Sep2012,"Total, Ontario regions",      53 weeks or more,  45-54,19.3,14.0,5.3
22151,Sep2012,"Total, Ontario regions",      53 weeks or more,  55-64,8.2,5.3,2.9
22152,Sep2012,"Total, Ontario regions",      53 weeks or more,  65 years and over,2.5,2.0,0.0
22153,Sep2012,"Total, Ontario regions",   Duration unknown,"Total, 15 years and over",31.4,12.8,18.6
22154,Sep2012,"Total, Ontario regions",   Duration unknown, 15-64 years,31.4,12.8,18.6
22155,Sep2012,"Total, Ontario regions",   Duration unknown,  15-19,3.1,2.0,0.0
22156,Sep2012,"Total, Ontario regions",   Duration unknown,  20-24,3.6,1.6,2.0
22157,Sep2012,"Total, Ontario regions",   Duration unknown,  25-44,15.8,6.2,9.5
22158,Sep2012,"Total, Ontario regions",   Duration unknown,  45-54,6.1,2.2,3.9
22159,Sep2012,"Total, Ontario regions",   Duration unknown,  55-64,2.9,0.0,2.0
22160,Sep2012,"Total, Ontario regions",   Duration unknown,  65 years and over,0.0,0.0,0.0
22161,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),"Total, 15 years and over",21.7,24.2,18.9
22162,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code), 15-64 years,21.3,23.6,18.7
22163,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  15-19,9.0,7.8,10.5
22164,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  20-24,14.1,16.3,11.5
22165,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  25-44,20.4,21.6,19.2
22166,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  45-54,37.6,45.4,27.6
22167,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  55-64,31.0,32.0,29.8
22168,Sep2012,"Total, Ontario regions",Average weeks unemployed (no top-code),  65 years and over,44.9,53.8,34.8
22169,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",19.6,21.3,17.6
22170,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks), 15-64 years,19.2,20.8,17.2
22171,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  15-19,9.0,7.8,10.4
22172,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  20-24,14.0,16.1,11.5
22173,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  25-44,19.5,20.5,18.6
22174,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  45-54,32.1,36.7,26.1
22175,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  55-64,23.3,25.4,20.6
22176,Sep2012,"Total, Ontario regions",Average weeks unemployed (top-code = 99 weeks),  65 years and over,41.0,46.5,34.8
22177,Sep2012,Eastern region,Total unemployed,"Total, 15 years and over",81.6,41.3,40.3
22178,Sep2012,Eastern region,Total unemployed, 15-64 years,80.4,40.8,39.7
22179,Sep2012,Eastern region,Total unemployed,  15-19,16.4,9.5,6.8
22180,Sep2012,Eastern region,Total unemployed,  20-24,12.3,6.3,5.9
22181,Sep2012,Eastern region,Total unemployed,  25-44,31.6,13.5,18.1
22182,Sep2012,Eastern region,Total unemployed,  45-54,10.0,5.8,4.2
22183,Sep2012,Eastern region,Total unemployed,  55-64,10.3,5.6,4.6
22184,Sep2012,Eastern region,Total unemployed,  65 years and over,0.0,0.0,0.0
22185,Sep2012,Eastern region,   1 - 4 weeks,"Total, 15 years and over",25.4,11.9,13.5
22186,Sep2012,Eastern region,   1 - 4 weeks, 15-64 years,25.3,11.8,13.5
22187,Sep2012,Eastern region,   1 - 4 weeks,  15-19,6.4,3.5,2.9
22188,Sep2012,Eastern region,   1 - 4 weeks,  20-24,3.7,1.7,2.0
22189,Sep2012,Eastern region,   1 - 4 weeks,  25-44,10.3,4.0,6.3
22190,Sep2012,Eastern region,   1 - 4 weeks,  45-54,2.5,0.0,0.0
22191,Sep2012,Eastern region,   1 - 4 weeks,  55-64,2.5,0.0,0.0
22192,Sep2012,Eastern region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
22193,Sep2012,Eastern region,   5 - 13 weeks,"Total, 15 years and over",26.0,14.5,11.5
22194,Sep2012,Eastern region,   5 - 13 weeks, 15-64 years,25.9,14.5,11.4
22195,Sep2012,Eastern region,   5 - 13 weeks,  15-19,6.8,4.4,2.4
22196,Sep2012,Eastern region,   5 - 13 weeks,  20-24,5.2,3.2,2.0
22197,Sep2012,Eastern region,   5 - 13 weeks,  25-44,9.3,5.2,4.2
22198,Sep2012,Eastern region,   5 - 13 weeks,  45-54,1.7,0.0,0.0
22199,Sep2012,Eastern region,   5 - 13 weeks,  55-64,2.8,0.0,1.8
22200,Sep2012,Eastern region,   5 - 13 weeks,  65 years and over,0.0,0.0,0.0
22201,Sep2012,Eastern region,   14 - 25 weeks,"Total, 15 years and over",9.9,4.9,5.0
22202,Sep2012,Eastern region,   14 - 25 weeks, 15-64 years,9.8,4.7,5.0
22203,Sep2012,Eastern region,   14 - 25 weeks,  15-19,1.6,0.0,0.0
22204,Sep2012,Eastern region,   14 - 25 weeks,  20-24,1.6,0.0,0.0
22205,Sep2012,Eastern region,   14 - 25 weeks,  25-44,4.9,1.9,3.0
22206,Sep2012,Eastern region,   14 - 25 weeks,  45-54,0.0,0.0,0.0
22207,Sep2012,Eastern region,   14 - 25 weeks,  55-64,0.0,0.0,0.0
22208,Sep2012,Eastern region,   14 - 25 weeks,  65 years and over,0.0,0.0,0.0
22209,Sep2012,Eastern region,   26 weeks ,"Total, 15 years and over",0.0,0.0,0.0
22210,Sep2012,Eastern region,   26 weeks , 15-64 years,0.0,0.0,0.0
22211,Sep2012,Eastern region,   26 weeks ,  15-19,0.0,0.0,0.0
22212,Sep2012,Eastern region,   26 weeks ,  20-24,0.0,0.0,0.0
22213,Sep2012,Eastern region,   26 weeks ,  25-44,0.0,0.0,0.0
22214,Sep2012,Eastern region,   26 weeks ,  45-54,0.0,0.0,0.0
22215,Sep2012,Eastern region,   26 weeks ,  55-64,0.0,0.0,0.0
22216,Sep2012,Eastern region,   26 weeks ,  65 years and over,0.0,0.0,0.0
22217,Sep2012,Eastern region,   27 weeks or more,"Total, 15 years and over",16.0,8.9,7.2
22218,Sep2012,Eastern region,   27 weeks or more, 15-64 years,15.3,8.6,6.7
22219,Sep2012,Eastern region,   27 weeks or more,  15-19,0.0,0.0,0.0
22220,Sep2012,Eastern region,   27 weeks or more,  20-24,1.5,0.0,0.0
22221,Sep2012,Eastern region,   27 weeks or more,  25-44,5.2,2.2,3.0
22222,Sep2012,Eastern region,   27 weeks or more,  45-54,4.1,2.7,0.0
22223,Sep2012,Eastern region,   27 weeks or more,  55-64,3.6,2.6,0.0
22224,Sep2012,Eastern region,   27 weeks or more,  65 years and over,0.0,0.0,0.0
22225,Sep2012,Eastern region,      27 - 51 weeks,"Total, 15 years and over",6.4,3.6,2.8
22226,Sep2012,Eastern region,      27 - 51 weeks, 15-64 years,6.0,3.6,2.3
22227,Sep2012,Eastern region,      27 - 51 weeks,  15-19,0.0,0.0,0.0
22228,Sep2012,Eastern region,      27 - 51 weeks,  20-24,0.0,0.0,0.0
22229,Sep2012,Eastern region,      27 - 51 weeks,  25-44,2.1,0.0,0.0
22230,Sep2012,Eastern region,      27 - 51 weeks,  45-54,2.0,0.0,0.0
22231,Sep2012,Eastern region,      27 - 51 weeks,  55-64,0.0,0.0,0.0
22232,Sep2012,Eastern region,      27 - 51 weeks,  65 years and over,0.0,0.0,0.0
22233,Sep2012,Eastern region,      52 weeks,"Total, 15 years and over",4.6,1.7,2.9
22234,Sep2012,Eastern region,      52 weeks, 15-64 years,4.3,1.5,2.8
22235,Sep2012,Eastern region,      52 weeks,  15-19,0.0,0.0,0.0
22236,Sep2012,Eastern region,      52 weeks,  20-24,0.0,0.0,0.0
22237,Sep2012,Eastern region,      52 weeks,  25-44,2.2,0.0,1.8
22238,Sep2012,Eastern region,      52 weeks,  45-54,0.0,0.0,0.0
22239,Sep2012,Eastern region,      52 weeks,  55-64,0.0,0.0,0.0
22240,Sep2012,Eastern region,      52 weeks,  65 years and over,0.0,0.0,0.0
22241,Sep2012,Eastern region,      53 weeks or more,"Total, 15 years and over",5.0,3.5,1.5
22242,Sep2012,Eastern region,      53 weeks or more, 15-64 years,4.9,3.4,1.5
22243,Sep2012,Eastern region,      53 weeks or more,  15-19,0.0,0.0,0.0
22244,Sep2012,Eastern region,      53 weeks or more,  20-24,0.0,0.0,0.0
22245,Sep2012,Eastern region,      53 weeks or more,  25-44,0.0,0.0,0.0
22246,Sep2012,Eastern region,      53 weeks or more,  45-54,1.7,1.5,0.0
22247,Sep2012,Eastern region,      53 weeks or more,  55-64,1.9,0.0,0.0
22248,Sep2012,Eastern region,      53 weeks or more,  65 years and over,0.0,0.0,0.0
22249,Sep2012,Eastern region,   Duration unknown,"Total, 15 years and over",3.4,0.0,2.5
22250,Sep2012,Eastern region,   Duration unknown, 15-64 years,3.4,0.0,2.5
22251,Sep2012,Eastern region,   Duration unknown,  15-19,0.0,0.0,0.0
22252,Sep2012,Eastern region,   Duration unknown,  20-24,0.0,0.0,0.0
22253,Sep2012,Eastern region,   Duration unknown,  25-44,0.0,0.0,0.0
22254,Sep2012,Eastern region,   Duration unknown,  45-54,0.0,0.0,0.0
22255,Sep2012,Eastern region,   Duration unknown,  55-64,0.0,0.0,0.0
22256,Sep2012,Eastern region,   Duration unknown,  65 years and over,0.0,0.0,0.0
22257,Sep2012,Eastern region,Average weeks unemployed (no top-code),"Total, 15 years and over",21.5,26.3,16.4
22258,Sep2012,Eastern region,Average weeks unemployed (no top-code), 15-64 years,21.3,26.0,16.2
22259,Sep2012,Eastern region,Average weeks unemployed (no top-code),  15-19,9.4,8.3,11.0
22260,Sep2012,Eastern region,Average weeks unemployed (no top-code),  20-24,12.9,13.4,12.2
22261,Sep2012,Eastern region,Average weeks unemployed (no top-code),  25-44,16.0,16.3,15.7
22262,Sep2012,Eastern region,Average weeks unemployed (no top-code),  45-54,51.6,67.9,26.6
22263,Sep2012,Eastern region,Average weeks unemployed (no top-code),  55-64,37.6,50.3,21.7
22264,Sep2012,Eastern region,Average weeks unemployed (no top-code),  65 years and over,34.7,44.8,32.2
22265,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),"Total, 15 years and over",17.7,19.2,16.0
22266,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks), 15-64 years,17.4,18.9,15.8
22267,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  15-19,9.4,8.3,11.0
22268,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  20-24,12.8,13.3,12.2
22269,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  25-44,15.4,14.8,15.7
22270,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  45-54,32.0,37.2,24.0
22271,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  55-64,28.0,33.8,20.7
22272,Sep2012,Eastern region,Average weeks unemployed (top-code = 99 weeks),  65 years and over,34.3,44.0,32.2
22273,Sep2012,Central region,Total unemployed,"Total, 15 years and over",351.2,188.7,162.5
22274,Sep2012,Central region,Total unemployed, 15-64 years,345.5,186.3,159.2
22275,Sep2012,Central region,Total unemployed,  15-19,60.9,32.5,28.3
22276,Sep2012,Central region,Total unemployed,  20-24,53.6,29.7,23.9
22277,Sep2012,Central region,Total unemployed,  25-44,128.7,66.0,62.7
22278,Sep2012,Central region,Total unemployed,  45-54,65.4,37.8,27.6
22279,Sep2012,Central region,Total unemployed,  55-64,36.8,20.2,16.6
22280,Sep2012,Central region,Total unemployed,  65 years and over,5.7,2.4,3.3
22281,Sep2012,Central region,   1 - 4 weeks,"Total, 15 years and over",103.4,51.6,51.7
22282,Sep2012,Central region,   1 - 4 weeks, 15-64 years,102.5,51.5,51.1
22283,Sep2012,Central region,   1 - 4 weeks,  15-19,26.2,15.9,10.3
22284,Sep2012,Central region,   1 - 4 weeks,  20-24,18.7,8.7,10.0
22285,Sep2012,Central region,   1 - 4 weeks,  25-44,34.3,14.9,19.4
22286,Sep2012,Central region,   1 - 4 weeks,  45-54,11.4,6.9,4.5
22287,Sep2012,Central region,   1 - 4 weeks,  55-64,12.0,5.0,6.9
22288,Sep2012,Central region,   1 - 4 weeks,  65 years and over,0.0,0.0,0.0
22289,Sep2012,Central region,   5 - 13 weeks,"Total, 15 years and over",98.4,53.9,44.5
22290,Sep2012,Central region,   5 - 13 weeks, 15-64 years,98.2,53.9,44.3
22291,Sep2012,Central region,   5 - 13 weeks,  15-19,23.7,12.2,11.5
22292,Sep2012,Central region,   5 - 13 weeks,  20-24,20.7,11.8,9.0
22293,Sep2012,Central region,   5 - 13 weeks,  25-44,35.0,19.0,16.0
